rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,label,user_timestamp,user_review_burst,verified_purchase
1,Trash.,Stopped working after a few months. Junk.,[],B0948P9S42,B0948P9S42,AGF6CBTJCZSZC3ZI2FPYDAIUMJUA,6/14/2022 1:26,0,1,99999,99999.0,True
3,Three Stars,Its ok,[],B00Y1CCVQ4,B00Y1CCVQ4,AFR3IQR2D7LNEFX72SCWEY3MDMKA,6/10/2018 0:20,0,1,99999,99999.0,True
5,They Really Work!,"These actually work. I was surprised. I had to cut the lashes a little shorter for my eye, which removed on of the little magnets on the back, but they still worked. I also think that the eyeliner is a little tacky too which helps it stay on. I noticed that if you have to move the eyelash more than a couple times it will take the eyeliner with it and you have to reapply. The compact that the lashes came in is super cute. Even the tube of eyeliner and the eyelash applied took all matched. I wonder if you can buy just the eyeliner when it runs out? Anyhow I really like these and they worked well.",[],B085T35K5K,B085T35K5K,AGS3XA76BVPORI2WMOOFMGU4Z6RA,4/23/2020 16:40,74,0,99999,99999.0,True
5,Exactly what I was expecting,I love these is super great. I used it to do my acrylic nails,[],B07FKGGLCW,B07FKGGLCW,AFO6QVHPARK4QQ6NSZTLT5COQEDQ,11/29/2018 5:40,0,0,99999,99999.0,True
5,"Excellent Hold, I'm Really Impressed","I bought this specifically because of the anti-humidity and anti-frizz claims. I had an outdoor garden party to attend and we thought it might be damp. It turned out to be dry, so I can't speak on the humidity factor as of yet, but I can say I was extremely impressed regardless. I did my hair in the morning, traveled a couple hours away to a party where I sat outside all day long on a fairly windy day. Not strong winds, but more than a breeze for sure. I brought the bottle in my bag but I never needed to use it to touch up. I then drove home 16 hours later and went straight to bed because I was exhausted. I woke up the next day and my hair still looked good!<br /><br />It's a fast drying ""freeze-hold"" type spray. It's a bit stiff to the touch but it doesn't look stiff at all, and it comes out easily later when you brush it. I have thinning, fine hair so it was important to me that my ""strategic styling"" to cover the thinner areas held in place and this did the trick, so I'm sold. The scent isn't pleasing but it's not bad either, a little perfumey but I can deal with it for the great hold I get. This is the best bottle of hairspray I've tried in the last couple of decades actually.",[],B00MMHX1FA,B00MMHX1FA,AGYKFTNNEBG6POISSRXFP6OFWP3Q,5/14/2019 5:00,2,1,99999,99999.0,False
5,Best Top Coat,Have previously used this item.  Best fast dry topcoat for nail polish.,[],B000EGMBPW,B09SBT3VJB,AHBKTRTEIJWZL6FH6JRUV46IVJAA,8/16/2021 18:53,0,0,99999,99999.0,True
5,Loved it,used It for my daughters hair for graduation.. hair lasted a month and she went swimming with it..,[],B0756CF51C,B0756CF51C,AG2FWHPZM6QBS56EJAQRKLLFUVQA,7/29/2018 21:33,1,0,99999,99999.0,True
5,Awesome,I loved it ! You can do your hit so fast and if you use a hair brush will be a super plus to get a beautiful style!,[],B08342TDL2,B08342TDL2,AGDRGBWOHCWIUUSNOSCQYEGMXGVQ,6/3/2020 4:53,0,0,99999,99999.0,True
5,Good product,Good product,[],B075GK4249,B075GK4249,AH2PIZHGRSUG47OHS5KM6KX5GD3Q,9/4/2018 16:53,0,1,99999,99999.0,False
4,Four Stars,Great buy loved the shoes...a little to big but worked well.,[],B00JVLS3AI,B00JVLS3AI,AG2RAFAPEX5FKHHXRTXJI42DZH6Q,4/3/2017 17:20,0,0,99999,99999.0,True
5,husband bought this for me and i love it,i got this as a gift from my husband and i love it! i use it for all of my daily &#34;things&#34; it sppins evenly and does not have a flaw with it yet!,[],B004T9ER1G,B004T9ER1G,AEJ6OFXQMPHCERBWJANJBMV7E6BA,1/31/2014 12:06,0,0,99999,99999.0,True
4,Good product,"Fits great, but doesn’t have any stretch.",[],B00HHFNG0M,B00HHFF5CY,AE6KDTP67QZCR5SGUBAJOITOYG5Q,11/10/2017 21:40,0,1,99999,99999.0,True
2,Not as i expected,"I didn't know i can get it from 99 cent store for just 5 dollars.  It didn't do a good job as i expected.  The dead skin is not going away,  and it will be the same tomorrow after i use it today.",[],B07YX3D6XP,B07YX3D6XP,AF2TLB6JAQYICCKPEBGDZDBEBXNA,7/13/2020 3:13,0,0,99999,99999.0,True
5,This was recommended to us to put on our daughters (2 year ...,This was recommended to us to put on our daughters (2 year old) scar to protect it from the sun to prevent discoloration. Works great and dries clear.,[],B007VQHRS4,B007VQHRS4,AEHXQ4JZC3MI752GS2IXTKQK2FBQ,12/28/2016 4:40,0,0,99999,99999.0,True
5,Five Stars,Very nice Easter egg fillers,[],B00IZOTBUI,B00IZOTBUI,AEFKYB5ULNIYC74DTSOTSPG5BB7Q,3/26/2015 0:33,0,1,99999,99999.0,True
5,As expected.,Good quality.,[],B00LW1XJZY,B0C3LVTX2V,AF5HN6UNURNEDAYCJYPWOAB72MDQ,12/3/2019 21:53,0,1,99999,99999.0,True
2,Not much to speak about,Had to put an extra knot in them to make them feel secure.,[],B00GG0NA96,B00GG0NA96,AFIZOW4TA2OI4BJ6PTK5HPOCPHBQ,7/11/2015 18:40,0,0,99999,99999.0,True
5,Exactly what I needed,Needed an assortment of fold over elastic for craft projects and this did not disappoint! Elastic is strong and stretchy and the colors are very vibrant!,[],B06WWL6NLH,B06WWL6NLH,AEVLM7VWNJKRAC2PK2HWPQ5U5JMQ,8/19/2020 18:00,0,0,99999,99999.0,True
5,A wonderful trimmer!,"I bought mine at a local department store.  It has been a godsend.  No more hair in the bathroom sink.  No more hair going down the drain -- and clogging pipes.  Norelco got it right with this trimmer.  Thankfully, they included a rechargeable battery since the vacuum does use a lot of power.  No complaints about the length selector or noise.  My cordless tooth brush is almost as loud.<br /><br />Another great feature is the included ear/nose hair trimmer.  It uses a narrow blade and just snaps onto the razor.  Very useful.<br /><br />I've had a beard for over ten years now and tried a variety of trimmers.  The Norelco is a keeper.",[],B0001HYJW2,B0001HYJW2,AED7IMJ5O6NT3JI7A6TLA4H34P6A,1/2/2006 16:40,2,1,99999,99999.0,False
5,Great Waterproof Mascara,"I don't normally wear waterproof mascara because of how difficult it is to get off, but I was going on a trip to Jamaica and knew I would want mascara on sometimes and there would be a lot of water activities going on. This stuff does not come off! It can be a great thing but also on awful thing when you don't want black circles around your eyes!",[],B012XYSK1G,B0B7L451Z9,AEOOXCUSBQGMHMFFPCVTUFTE2VRA,6/19/2019 2:06,0,0,99999,99999.0,True
5,Great moisturizer!,"I had been using the “Fractionated Coconut Oil by Sky Organics “for a few weeks now. The bottle arrived sealed in a plastic bag with a pumper top included.  The bottle holds 16.0 oz. of coconut oil.<br />I purchased the coconut oil because I wanted to use it as a moisturizer on my feet. In the summer when I go barefoot most days outside, my feet can get really dry. I like to rub some coconut oil on them and wear socks to bed and in the morning my feet and smooth and soft once again. The coconut oil smells so good. I have been using it on my face and elbows as well. It is the perfect moisturizer.<br />I started using the coconut oil to remove eye makeup. I had been using Vaseline but I found that it takes more wiping and scrubbing to remove the makeup. The coconut oil takes it right off and moisturizes my eyes while doing so.<br />My friend was over the other day with her 6-month old boy and when she changed his diaper she realized he was getting a rash. She saw that I had the coconut oil and she asked if she could use it as a diaper cream. Who knew that coconut oil was also a diaper cream substitute.  I love the coconut oil. I am going to use it in some of my cooking. The smell is incredible. I am going to use it in my hair as a leave in conditioner.",[],B01I2MU2JQ,B01I2MU2JQ,AE2C2LI2P55AAOSFW5IVTTAW6KNA,10/3/2016 21:26,0,1,99999,99999.0,False
5,Great,"Wow, really great holding power",[],B00CH9JCTM,B00CH9JCTM,AHET5LTNYBI7QPZE64M4WOPDWWGA,4/25/2015 19:26,0,1,99999,99999.0,True
5,Recommend salon tool,"Excellent scissor. Nice length, very sharp.",[],B01AHJY50Y,B01AHJY4YQ,AF75VYXOTOVRHQCQNGYWVMCINSGQ,2/21/2017 23:33,0,1,99999,99999.0,True
5,Love it,Great brush.,[],B07PR8RRL5,B07PR8RRL5,AHRSBTUEL2HS2IZU5OHYPK5GX55Q,3/21/2021 20:53,0,1,99999,99999.0,True
3,Good,"This wipes smell like rose , I like it.. Gentle on sensitive skin, which I like it. What I don't like it almost dry. It must was on the shelf for long time, definitely not fresh. I have to think twice to reorder unless something change with. Sorry guys.",[],B087TD8BS4,B087TD8BS4,AGCVOJ3IZSVBCN6JRIAJQC7RMOBQ,6/20/2021 17:26,2,1,99999,99999.0,True
5,The quality is really good, ,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://m.media-amazon.com/images/I/B1DZKGbDshS._SL1600_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/B1DZKGbDshS._SL800_.jpg', 'small_image_url': 'https://m.media-amazon.com/images/I/B1DZKGbDshS._SL256_.jpg'}]",B091T5KC8N,B091T5KC8N,AHFVMEXV3W2OKGAM2OMY5K52ZA7Q,8/4/2021 18:00,0,1,99999,99999.0,True
5,Nice backpacking hairbrush,"I got this brush to take backpacking. It's nice and compact, weighs 1.4oz, and is about 3"" in diameter. The mirror is great because now my brush doubles as an emergency signal. The brush itself is small but works well in my thick hair. I could see the hinge breaking if you pull too hard, but it's fine if you're a bit gentle.","[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71BWZjo0ggL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71BWZjo0ggL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71BWZjo0ggL._SL256_.jpg'}
 {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71C4acgv3WL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71C4acgv3WL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71C4acgv3WL._SL256_.jpg'}]",B07H6Y2GN7,B07H6Y2GN7,AHQU4RAYJ63TBBSPAKJWK4VUDMJQ,5/21/2019 3:40,0,0,99999,99999.0,True
1,One Star,Stretched out immediately,[],B010XSRWAO,B010XSRWAO,AFV4PJNQZJOJ7M7XMGRQWF3AHKEQ,11/11/2017 22:40,0,1,99999,99999.0,True
5,92 year old father in law loves it!,While  having a cleaning business I saw a customer who had this. She described how it worked and later when my father-in-law moved out on his own and got older we purchase this for him. It has been almost 3 years and he loves this product. He does not have to bend down to clean his feet at 92.,[],B004H5D40W,B004H5D40W,AH3XJGWTX4PUQJR7ILE5HWRKFOGA,4/20/2019 14:20,0,0,99999,99999.0,True
4,Not a 5 Star Curler,"This eyelash curler is well made, and it's a good one.  With that being said I will have to say that after I read all the reviews on it before I bought it, I was expecting something fabulous, and really, this is just a really good eyelash curler, nothing more.  I have owned eyelash curlers for many years and my last one was a Revlon brand that I paid less than $5.00 for and for the money, it was almost as good as the Bella one.  I have no regrets on buying the Bella curler, and if you're considering it, I would say go for it, it does what it's supposed to, but it won't be a glorious experience by any means as it may appear from some of the other reviews.  It will pinch your eyelid if you don't grasp your lashes correctly.  It will crimp your lashes if you don't grasp/squeeze properly, as any eyelash curler will do, and as some of the other reviewers stated, the curl isn't long-lasting. As I said this is a good item, just don't expect miracles.<br /><br />I'm hoping the pads will be more durable than the other brands I have owned and only time will tell on that.",[],B00JNI1DZQ,B00JNI1DZQ,AFA2Y2PV7G3NV7EMS2X6YPPZWVHQ,3/16/2015 23:53,5,0,99999,99999.0,True
5,Great product. Works as shown,Works great!,[],B079NN5SMZ,B079NN5SMZ,AEVZVLGED7MIAP2WGJKBGL3YQOIA,8/9/2020 2:26,0,1,99999,99999.0,True
5,Side Bang,"I saw NO head lice, nice bang for the money, will buy another color.",[],B07QFWBRB4,B08PF914XC,AGRHESA7KOH5POP3ZPVH2ZG4TYPA,11/23/2021 4:00,0,1,99999,99999.0,False
3,Not fond of the black,I thought these nose pore strips would be similar to products available in the US but they're not.  They didn't seem to pull many pores (maybe I don't have many to pull).  My main complaint is that they leave a black residue which means one has to wash the face again.  I realize it's supposed to be the charcoal but can't figure out why they're using charcoal in the first place.,[],B07FX94GYX,B07FX94GYX,AHQ3KVRVRD62GDZNDQEQB6MPULOQ,10/4/2018 10:46,0,1,99999,99999.0,False
5,No More Fuzziness,Safe to use on kids!,[],B07S32LMX9,B07S32LMX9,AHJ2CQKL6MXPA7YIVT44WCQVUCHA,2/11/2020 5:46,0,1,99999,99999.0,True
5,Very soft hair,This hair doesn’t shed and it’s so cute the install came out so great for such a price<br />Buy it you won’t regret it,[],B09GXPXW56,B09GXPXW56,AE3XWIZNUJ43WRNQZHP7CZYKRCIA,2/1/2023 0:06,0,0,99999,99999.0,True
5,Five Stars,It took a long time for the product to arrive but it worked as expected,[],B01A1X8O1C,B01A1X8O1C,AHCBWSUVIOT7KBJYW3ZSFS3BSESA,5/2/2018 0:13,0,0,99999,99999.0,True
5,Amazing,Only issue is the scent of this. Other than that it worked amazingly well,[],B08WJPNZPQ,B08WJPNZPQ,AHF3I34N4DMWEQC5LV4XSSKBLBGQ,7/27/2021 18:20,0,1,99999,99999.0,True
5,Enjoyed it on me,I enjoyed the hair. It was an excellent purchase.,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71eRRfdE9qL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71eRRfdE9qL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71eRRfdE9qL._SL256_.jpg'}]",B07KG843QG,B079R2VWNX,AGVA3RJQ2KW2WMGGF4LQO7XBUSIA,11/7/2019 12:33,0,0,99999,99999.0,True
5,Five Stars,Excellent product & service,[],B003BMNKUG,B003BMNKUG,AEOWIWUDKORINM3RKN56UO4ONBYA,3/24/2015 23:33,0,1,99999,99999.0,True
5,Great quality!,My brother really liked this as his gift for Christmas! He needed something to groom his beard with and he liked all the tools that this came with. The products included are very mild sented which he really liked. The little brush that is included is perfect for brushing through a beard.,[],B07FP64CWL,B07FP64CWL,AGDWNPEQXCC5BGAAYZZHPBYEGDKA,12/28/2018 15:13,0,0,99999,99999.0,True
4,I love this stuff,"I bought this to use around my cuticles when I do nail art (stamping or water marbling). I love this stuff. Since I use it for my nails I pour it into an empty nail polish bottle - when I open the polish bottle, I hardly notice the smell then -but wow does it smell when you open the jar it comes in!  The latex paints on white and dries clear.",[],B006GDB518,B006GDB518,AHCTDRNUGU6WOITPP5BJON4S4CAQ,3/22/2015 21:33,13,0,99999,99999.0,True
5,Great transaction!,Wonderful!,[],B000OV40LA,B000OV40LA,AGRVXOAXRKZW23LOCXQ6VXWZYJ3Q,11/24/2014 14:40,0,1,99999,99999.0,False
5,Five Stars,Great product and price.,[],B06XCZ5T5Q,B06XCZ5T5Q,AFGMSX5OVODWC3YKFJG3NG3ELDLA,1/16/2018 13:40,0,1,99999,99999.0,True
5,Best gel ever,This gel works on cuts and  and fungal issues very quickly.  You only need a small amount.  I have been using the product for years now and love it.,[],B00BB8LBH6,B00BB8LBH6,AFU27ZQJOWVSGQJP35Q2RDZPIUJA,12/9/2013 17:26,1,0,99999,99999.0,True
5,Five Stars,If the wife is happy (she is) then I am happy,[],B00VKOHS2I,B00VKOHS2I,AH2JIH3SCTKRQFYTO6CZZGS355EA,1/19/2016 19:00,0,0,99999,99999.0,True
5,Durable diffuser - should fit most dryers,This diffuser is amazing! Better than my hair dressers. Slides on easy to most blow dryers. Of course it didn't fit on my ancient Conair one but it did have a huge nozzle area. Folds pretty small. I have it on my Hot Tools blow dryer and works great. About the last five minutes of my drying time the diffuser will slip off due to the heat. Can put right back on and keep drying. Cools down quickly as well and does not catch my hair. Has made a huge difference in the bounce in my curls.,[],B019GBG0IE,B019GBG0IE,AHJQ3RHTICBVSUTLMPIXXHACJYYQ,9/1/2016 22:46,2,0,99999,99999.0,True
5,Great product. Love the feeling.,"Move the smell. Love the texture. My skin is tighter after use. Ive used it twice so far.<br />The top picture is my face before, the second is my face after first use, and the bottom is my face after my 2nd use tonight.","[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61imwKh5KBL.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61imwKh5KBL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61imwKh5KBL._SL256_.jpg'}]",B00Q5V41NK,B00Q5V41NK,AGHER2RB45OMNQ7B2B4PUVWCZJSQ,7/17/2017 0:06,5,0,99999,99999.0,True
5,Love it,Five stars!,[],B0TFM9JX3Q,B0TFM9JX3Q,AC0BQOF19BP8B1VF,4/15/2022 5:20,0,1,99999,99999.0,False
3,Gel moves to one side - stays cool for a few hours,It does stay cool for a few hours but if you sleep on it then it actually heats up.  Another thing that is annoying is the gel moves to one side of the pad so you have to smash it out once in a while.  It does this after being either laid upon or if you have it upright against your back. I think it needs individual stitched squared for the gel so it doesn't move around as much.  Works ok for the price but doesn't keep me cool enough at night like I wanted.,[],B004PZXJUO,B004PZXJUO,AGPJJQ3WUD6O7YAVJGHP2H2IWBUQ,4/23/2013 20:46,1,0,99999,99999.0,True
4,"Cute for birthday parties, weddings, or playing dress-up","We go to a Renaissance Faire in the Spring & we've never dressed up but we see so many people there who wear costumes. One of the things that the girls & women wear are floral headpieces similar to these Flower Girl Headpieces for Weddings.<br />This is a set of 6 floral headpieces. Each one has 5 different colored Daisy-like flowers & a bunch of leaves attached to a green wire frame. They tie at the back of the head with a shimmery white ribbon so they can be adjusted to fit any head size. Each headpiece came individually wrapped in a plastic package & then the 6 packages were kind of stuffed into one big plastic package so they were a bit squashed when I received them. A couple of leaves fell off of 2 of the headpieces but it's a quick fix with a glue gun. In fact, if you want to make a fuller wreath, you could add more flowers with a glue gun as well.<br />These headpieces are perfect for a princess or fairy birthday party for your little girl, for the flower girl at a wedding, for wearing to a Renaissance Faire, playing dress-up or as a part of a costume.<br />I received this product in exchange for my honest review. The opinions expressed are 100% my own based on my personal use of the product.","[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/312L7MEwwQL._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/312L7MEwwQL._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/312L7MEwwQL._SL256_.jpg'}
 {'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/31x-dYa9q3L._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/31x-dYa9q3L._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/31x-dYa9q3L._SL256_.jpg'}]",B00S7ECBNU,B00S7ECBNU,AGCJZO33ZPQUYLJJRHTMJOWHVFZQ,7/30/2015 18:13,1,1,99999,99999.0,False
5,Easy,So easy to use. Compact and portable.,[],B081YRVJNS,B081YRVJNS,AHMQXGP7IEEWBKITWM76QQBVV4ZQ,2/15/2020 23:40,6,1,99999,99999.0,True
5,Fun for St Patrick’s Day,"Used this for a St. Patrick’s Day event.  It was very inexpensive, and suited my purpose.",[],B0BWPR2FPM,B0BWPJGRDG,AGE7GD4YJB4KFNHBN6GPBOHMLEPA,3/18/2023 11:46,0,0,99999,99999.0,True
5,Great back washer.,Needed help to scrub my back.,[],B07S9DLZGT,B07S9DLZGT,AHLTZHHXEJB6YDXRF7V6LRUDSZRQ,10/10/2019 12:20,0,1,99999,99999.0,True
4,Las blancas se deshicieron,"Las blancas de deshicieron a la primera lavada, las amarillas excelentes",[],B08DXW3RV8,B09B7J4TDS,AFKQCX6OLUMED7CGKHSUCDRDZVWA,6/25/2023 13:33,0,0,99999,99999.0,True
1,Just received mitts but they cannot be used,"1) &#34;Convenient washable liner included&#34; is stated in the seller's item description, on the packaging, and is listed in the safety instructions as a requirement for use, yet no type of liner was included with the product.<br />2) Seller's description and packaging description states mitts have three heat settings, but the only options are &#34;0&#34; for OFF, and &#34;1&#34; and &#34;2&#34; for what must be low and high.<br />3) The odor of the plastic is overwhelming, similar to that of a cheap beach float.<br />4) #7 on the &#34;IMPORTANT SAFETY INSTRUCTIONS&#34; states &#34;NEVER USE PAD WITHOUT COVER IN PLACE&#34;, but no cover was included with the mitts.<br />5) I read where one reviewer's mitts had a massage feature. Lucky buyer to have received what they paid for AND something extra!",[],B002RPHB0S,B002RPHB0S,AHI4PKMZZWI3XYSM3NU73SKX3QVQ,2/20/2013 22:40,7,1,99999,99999.0,True
5,Great hairbrush!,I love that it is almost like the Aveda paddle brush. It's alot less expensive and works the same! Love it and it comes packaged in the cutest little burlap sack! Perfect for a gift. This is my second purchase because my daughter wanted one!,[],B07CSZBCV8,B07CSZBCV8,AFOASYVUKS2TAYYDDQR3W2CNOOYA,10/29/2019 14:40,0,0,99999,99999.0,True
5,Comfy and beautiful,Great quality head wraps. Very soft with a good stretch for a variety of looks. The colors are also very vibrant and rich,[],B08BRF1V19,B08F4Q8ZBR,AGWG6D3NKFNYT3NMC57J35MCDVYA,3/16/2021 13:06,0,0,99999,99999.0,True
3,Three Stars,The corner of the lashes are very thick and hard to keep glued down.,[],B00FQD0LNW,B00FQD0LNW,AESK6VRLYPLAD43D475QDQ4RLSTQ,1/22/2016 13:40,0,0,99999,99999.0,True
5,Good value,Good value,[],B00KFSRWI0,B00KFSRWI0,AGZPKMUGWKYTYNR6WXWXJ5QY3VEA,8/8/2021 13:40,1,1,99999,99999.0,True
1,Didn't like it. they are plastic,"Didn't like it. they are plastic, which means, they melt! I mean, if you are using them for a service that requires high heat, like the case of heat fusion extensions, for what reason do you want to use plastic so it would melt in your client's hair???",[],B00V4LLYU4,B00V4LLYU4,AF7RKHGKQ25BEW3INSAFS3TX2LDA,9/4/2016 23:00,1,0,99999,99999.0,True
2,Doesn’t fit all blow dryers,Although this was a good price it didn’t fit my blow dryer (my fault for not checking size)..I gave it away to a friend.,[],B07L2SJZYB,B07L2SJZYB,AFT6USUACZSUJUO6TG7D3CRUUY4A,1/7/2020 9:40,0,0,99999,99999.0,True
5,Five Stars,really nice,[],B00EGJ71W6,B00EGJ71W6,AFJ7OSMWQEVEH6VMJX62MO6VY2OQ,7/11/2014 17:33,0,1,99999,99999.0,True
5,Five Stars,I love this thing!!!,[],B000HUNBXG,B000HUNBXG,AGFJBGH3VY5Y5DLT4255QVSL5MOQ,12/6/2016 21:33,0,1,99999,99999.0,True
1,Perfect,Amazing!,[],BOWZWSQPNX,BOWZWSQPNX,9V37PRDDTBXT6YEY,7/22/2023 4:26,0,1,99999,99999.0,False
